"BehaviorSpace results (NetLogo 6.0.4)"
"attitude_change.nlogo"
"delta_p2"
"08/21/2018 15:54:30:733 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","200","-38","38"
"[run number]","initial_groupspread","independent_distribution","latitude_acceptance","color_axis_max","sharpness_acceptance","alpha","p","eta","polarity","focus_one","b","M","p_as","motivated_cognition","N","rolling","skip_ticks_draw","iterations_per_tick","visualization","intergroup_credibility","[step]","cum_fragmentation","cum_sd","cum_biasmean"
"2341","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.414391243344775","0.3345102366399361","0.04267467005446194"
"2342","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4294321950684226","0.3296031800803995","0.04139899449949929"
"2343","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4274357378763707","0.32667882502696094","0.041340486048551506"
"2344","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.45003694181545","0.334713661262295","0.03610336811960751"
"2345","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4611574520700101","0.3288173333404197","0.03459061967052234"
"2346","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4453773151880145","0.3242323660109969","0.038096411666881755"
"2347","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.461699186302996","0.32570361709509144","0.038458219017836394"
"2348","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4590766958854822","0.3240549157792076","0.034468434819579355"
"2349","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.05","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.449846901725085","0.31842350401512237","0.03025806061707247"
"2350","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.80108090151973","1.1100040608855823","3.0150162559660427"
"2351","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.708763384288946","1.0924986170524862","3.0202667959157115"
"2352","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.6638424628193453","1.0938803546031053","3.0138405121009164"
"2353","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.637236205025847","1.0973299150715998","3.000372576306781"
"2354","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.5711944664538846","1.0953236635635646","2.9944928589032536"
"2355","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.5519876112877085","1.1089697994621515","2.9731763464967034"
"2356","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.480362084034513","1.0915394372684173","2.98124826507096"
"2357","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.4102695799145413","1.092401656014261","2.9669543399405374"
"2358","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.3419676739391178","1.0974660120445843","2.9489866618116403"
"2359","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.2417455103185473","1.1025752450923978","2.9209919198315775"
"2360","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1599797859962995","1.0930041377668231","2.9189878790628696"
"2361","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0391143488676273","1.100488156469242","2.8886006901359735"
"2362","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.8815690736262174","1.0959505171447819","2.8612256981129205"
"2363","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.672453512171352","1.0913284105925818","2.826884770575133"
"2364","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.352107164626826","1.081440927872695","2.772731430409982"
"2365","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9642612404167585","1.077959771241261","2.68697761802688"
"2366","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.271993346097603","1.0269922222559913","2.4994688583621625"
"2367","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3502067684683179","0.37497364227057245","0.0918089890530891"
"2368","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3910321430688355","0.3626221940101071","0.04765203592883247"
"2369","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.401997899627902","0.36440530319064623","0.0466190716354688"
"2370","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4114140539213136","0.36168455329394095","0.03520600694794052"
"2371","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4064353759325927","0.35804564076463985","0.04410908376363582"
"2372","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4240992958014345","0.3609589959695692","0.0419480122845073"
"2373","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4256676297066764","0.3586935204510176","0.04111422743529199"
"2374","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.447186109210171","0.35712673593572997","0.03757081070488676"
"2375","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4433304975155001","0.35466997544286577","0.032218619929491286"
"2376","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4493697572388673","0.35166185105004966","0.033584941247887905"
"2377","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4511543086507397","0.3523108690321699","0.03317764401605404"
"2378","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.06","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.450433384653436","0.34598025623374845","0.03274483458939168"
"2379","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.885156281383157","1.1786769368846515","2.932312921801078"
"2380","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.81739445229212","1.1719833290643482","2.926526450153054"
"2381","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.762515105048619","1.1708735701499962","2.921737702711778"
"2382","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.7423560662114292","1.182151096993229","2.9041123278599072"
"2383","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.6355654034675244","1.1684700848954994","2.9028905550607713"
"2384","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.600186360756024","1.173419016192676","2.8902592307557735"
"2385","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.487571993229815","1.1643074372246949","2.8795749009112765"
"2386","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.4035635319949713","1.1648441554610214","2.8633538519853974"
"2387","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.3391121631526595","1.1578236839113563","2.8599482378103116"
"2388","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.223364923083099","1.1614353052260262","2.8319824586680613"
"2389","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0823905929402264","1.161534296939265","2.8054422745053857"
"2390","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.911516248802952","1.1668640504659928","2.7631263843999827"
"2391","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6859692070190957","1.1477574489789795","2.742375232744306"
"2392","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.438482146581552","1.1565113322803255","2.679682153457795"
"2393","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.0817195210834747","1.1360061973914524","2.61306574396218"
"2394","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4427989839131494","1.1174145967650335","2.4343770403437963"
"2395","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3145189887717224","0.42151223885784483","0.1256361400946205"
"2396","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3394865291412477","0.4044906026634757","0.058183467127523196"
"2397","0","normal (mean 0  sd 1)","1","0.15","2","0.35","0.07","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3804865796778099","0.394468789972313","0.05006294050988452"
